"Skill ID";Profession;Elite;Name;Description;Type;"Type Code";Chapter;Attribute;"Attribute Code";Sacrifice;Exhaustion;"Energy regen";Energy;Adrenaline;Casting;Recharge
2356;"Pas de profession";0;"""Rien ne peut m'arrêter !""";"Pendant 12..20 secondes, vous bénéficiez d'un bonus d'armure +24 et ne pouvez pas être assommé ni frappé d'Infirmité";Cri;sh;"Eye of the North";"Titre de Norn";nor;;;;5;;;30
1894;"Pas de profession";0;"""Toucher de Aaaaarrrrrrggghhh""";"Les caractéristiques de la cible ennemie sont remises à 0 pendant 20 secondes, et la cible ennemie change de position avec un autre ennemi choisi au hasard.";Compétence;sk;Nightfall;;;;;;5;;2;60
2358;"Pas de profession";0;"""Tu te déplaces comme un Nain !""";"L'ennemi visé est assommé et subit 30..80 points de dégâts. Lorsqu'il se relève, il est frappé d'Infirmité pendant 5..15 secondes.";Cri;sh;"Eye of the North";"Titre de Norn";nor;;;;10;;;10
3501;"Pas de profession";0;"""Vive la douleur !""";"Les joueurs confèrent 10% de guérison en moins et infligent 10% de dégâts en plus lorsqu'ils se trouvent dans le périmètre de capture du Sanctuaire de moral.";Effet;ef;Core;;;;;;;;;
2359;"Pas de profession";0;"""Vous êtes tous des mauviettes !""";"La cible ennemie et les ennemis adjacents souffrent de Faiblesse pendant 6..12 secondes.";Cri;sh;"Eye of the North";"Titre de Norn";nor;;;;10;;;12
2243;"Pas de profession";0;"Absorption gélatineuse";"Pendant 15 secondes, tous les dégâts infligés au lanceur le soignent.";Compétence;sk;"Eye of the North";;;;;;;;0.75;30
2211;"Pas de profession";0;"Acide alchimique d'Alkar";"Vous lancez l'Acide alchimique d'Alkar sur l'ennemi visé. La cible et les ennemis adjacents subissent 30..50 points de dégâts. Les Destructeurs subissent 30..70 points de dégâts en plus et ont une Armure brisée pendant 10..20 secondes.";Sort;sp;"Eye of the North";"Titre de Deldrimor";del;;;;10;;1;10
2906;"Pas de profession";0;"Acquisition de la cible";"P.O.X. tente d'acquérir sa cible. Au bout de 5 secondes, le maléfice prend fin et la cible souffre de Stupeur, de Faiblesse et de Brûlure pendant 15 secondes.";Maléfice;he;Factions;;;;;;;;;8
1152;"Pas de profession";0;"Agilité démoniaque";"Pendant 30 secondes, ce démon a 100% de chances de frapper deux fois dans les attaques en mêlée.";Enchantement;en;Factions;;;;;;5;;1;45
2383;"Pas de profession";0;"Agilité du loup";"Pendant 18 secondes, vos compétences de loup se rechargent 66% plus vite.";"Pose de combat";st;"Eye of the North";"Titre de Norn";nor;;;;;;0.25;30
546;"Pas de profession";0;"Agonie Spectrale";"Pendant 5 secondes l'ennemi visé se déplace, attaque et utilise ses compétences jusqu'à 80% moins vite. Il subit une dégénération de santé de -1...24 et perd 3...81 points de vie par seconde.";Compétence;sk;Prophéties;;;;;;;;0.25;15
2127;"Pas de profession";0;"Agression invisible";"Si cette attaque réussit, elle inflige 225 points de dégâts et assomme.";"Attaque au corps à corps";me;"Eye of the North";;;;;;;;;
2416;"Pas de profession";0;"Air de supériorité";"Pendant 10..30 secondes, vous obtenez une augmentation asura aléatoire à chaque fois que vous gagnez de l'XP en tuant un ennemi.";Compétence;sk;"Eye of the North";"Titre d'Asura";asu;;;;10;;;30
3502;"Pas de profession";0;"Amélioration d'autel";"Lorsque votre équipe contrôle l'autel, vous infligez 10% de dégâts en plus.";"Effet de l'environnement";env;Core;;;;;;;;;
1896;"Pas de profession";0;"Angoisse inflexible";"Le lanceur ressuscite l'Ame angoissée la plus proche.";Sort;sp;Nightfall;;;;;;10;;3;30
2259;"Pas de profession";0;"Animation de mort-vivant";"Vous sacrifiez 5% de santé maximum. Tous les serviteurs de Zoldark sont ressuscités avec 100% de santé et 50% d'énergie.";Sort;sp;"Eye of the North";;;5;;;5;;2;12
543;"Pas de profession";0;"Apaisement des gardiens";"Les gardiens s'apaisent tant qu'ils ne sont pas attaqués.";Sort;sp;Prophéties;;;;;;;;;
3503;"Pas de profession";0;"Apparence apeurée";"Pendant que vous êtes sous cette apparence, vous vous déplacer 10% plus vite. Vous subissez 25 points de dégâts pour chaque seconde de déplacement.";"Effet de l'environnement";env;Factions;;;;;;;;;
3505;"Pas de profession";0;"Apparence d'apaisement";"Pendant que vous êtes sous cette apparence, vous récupérez de l'adrénaline deux fois plus lentement.";"Effet de l'environnement";env;Factions;;;;;;;;;
3508;"Pas de profession";0;"Apparence d'échec";"Pendant que vous êtes sous ce linceul, tous vos sorts échouent.";"Effet de l'environnement";env;Core;;;;;;;;;
3504;"Pas de profession";0;"Apparence d'Epuisement";"Pendant que vous êtes sous cette apparence, vous souffrez d'Epuisement pendant 30 secondes.";"Effet de l'environnement";env;Factions;;;;;;;;;
3506;"Pas de profession";0;"Apparence d'exposition";"Pendant que vous êtes sous cet aspect, vous ne pouvez pas bloquer les attaques.";"Effet de l'environnement";env;Factions;;;;;;;;;
3507;"Pas de profession";0;"Apparence d'ombre";"Pendant que vous êtes sous cette apparence, vous ne pouvez pas lancer d'enchantements ou être la cible d'un enchantement.";"Effet de l'environnement";env;Factions;;;;;;;;;
3509;"Pas de profession";0;"Apparence de cauchemar";"Pendant que vous êtes sous cette apparence, vous subissez une dégénération de santé de -8.";"Effet de l'environnement";env;Core;;;;;;;;;
3510;"Pas de profession";0;"Apparence de douleur";"Pendant que vous êtes sous cette apparence, vous subissez une dégénération de santé de -2 et vous souffrez de Blessure profonde.";"Effet de l'environnement";env;Core;;;;;;;;;
3511;"Pas de profession";0;"Apparence de mort";"Pendant que vous êtes sous cette apparence, la guérison est 20% moins efficace sur vous.";"Effet de l'environnement";env;Factions;;;;;;;;;
3512;"Pas de profession";0;"Apparence de reddition";"Pendant que vous êtes sous cette apparence, vous êtes assommé lorsque vous êtes touché par une attaque.";"Effet de l'environnement";env;Core;;;;;;;;;
3513;"Pas de profession";0;"Apparence de scorpion";"Pendant que vous êtes sous cette apparence, vous êtes téléporté jusqu'à l'ennemi le plus proche et vous êtes assommé toutes les 30 secondes.";"Effet de l'environnement";env;Factions;;;;;;;;;
3514;"Pas de profession";0;"Apparence décadente";"Pendant que vous êtes sous cette apparence, si vous souffrez d'Empoisonnement ou de Saignement, vous subissez une dégénération de santé de -4.";"Effet de l'environnement";env;Core;;;;;;;;;
3515;"Pas de profession";0;"Apparence délabrée";"Pendant que vous êtes sous cette apparence, vous subissez 50 points de dégâts chaque fois que votre énergie descend à 0.";"Effet de l'environnement";env;Factions;;;;;;;;;
3516;"Pas de profession";0;"Apparence léthargique";"Pendant que vous êtes sous cette apparence, vous vous déplacez 50% plus lentement.";"Effet de l'environnement";env;Core;;;;;;;;;
3517;"Pas de profession";0;"Apparence tourmentée";"Pendant que vous êtes sous cette apparence, vous subissez 50 points de dégâts toutes les 3 secondes si vous n'utilisez pas de compétences.";"Effet de l'environnement";env;Core;;;;;;;;;
3518;"Pas de profession";0;"Apparition d'oeufs";"Invoque 2 oeufs de Destructeurs dans la zone.";Compétence;sk;"Eye of the North";;;;;;;4;3;15
3519;"Pas de profession";0;"Apparition de rejeton";"Un petit Destructeur sort de son oeuf.";Compétence;sk;"Eye of the North";;;;;;;;8;8
2344;"Pas de profession";0;"Appel à la destruction";"Le Grand Destructeur invoque un groupe de Destructeurs.";Compétence;sk;"Eye of the North";;;;;;10;;2;60
3520;"Pas de profession";0;"Appel au combat du Lancier du Soleil";"Votre santé maximum augmente pour correspondre à celle d'un personnage de niveau 20.";"Effet de l'environnement";env;Nightfall;;;;;;;;;
2106;"Pas de profession";0;"Appel de l'Oeil";"Vous sentez l'appel de l'Oeil du Nord.";Compétence;sk;"Eye of the North";;;;;;;;;
1940;"Pas de profession";0;"Appel de la flamme";"Le son d'un cor retentit pour signaler la présence d'intrus dans le temple.";Compétence;sk;"Eye of the North";;;;;;5;;4;
589;"Pas de profession";0;"Appel de la tempête";"La santé maximum de tous les charrs est réduite de 100.";Sort;sp;Prophéties;;;;;;5;;15;
2391;"Pas de profession";0;"Appel de Murakai";"L'Appel de Murakai invoque 3 serviteurs morts-vivants.";Sort;sp;"Eye of the North";;;;;;5;;1;45
1459;"Pas de profession";0;"Appel du sacrifice";"Pendant 20 secondes ou jusqu'à ce que la cible ait moins de 20% de santé, la cible ennemie perd 20% points de vie toutes les secondes.";Maléfice;he;Nightfall;;;;;;5;;1;10
1454;"Pas de profession";0;"Appel du tourment";"La créature s'agenouille pendant 5 secondes et subit deux fois plus de dégâts. Au bout de 5 secondes, un double de la créature est invoqué sur cette position.";Compétence;sk;Nightfall;;;;;;;;;20
1419;"Pas de profession";0;"Appétit insatiable";"Toma tue instantanément tout ennemi ayant 20% de sa santé. Ceci baisse la jauge de faim de Toma.";"Attaque au corps à corps";me;Nightfall;;;;;;;;0.25;
3521;"Pas de profession";0;"Approche du Vortex";"Vous vous déplacez 50% moins vite. Lorsque vous pénétrez dans le vortex, celui-ci vous transporte dans le Royaume du Tourment.";"Effet de l'environnement";env;Nightfall;;;;;;;;;
2219;"Pas de profession";0;"Arme du Grand Nain";"Pendant 20 secondes, l'arme de l'allié visé inflige +10..20 points de dégâts et a 20..40% de chances d'assommer.";"Sort d'altération d'arme";wea;"Eye of the North";"Titre de Deldrimor";del;;;;10;;1;5
2077;"Pas de profession";0;"Armure brisée";"Vous avez -20 d'armure (minimum 60) lorsque vous êtes affecté par cette condition.";Condition;co;Core;;;;;;;;;
1618;"Pas de profession";0;"Armure de la reine";"Vous bénéficiez d'un bonus d'armure de +20. Chaque fois que vous subissez des dégâts, les alliés proches sont aveuglés.";"Pose de combat";st;Nightfall;;;;;;5;;;
2220;"Pas de profession";0;"Armure du Grand Nain";"Pendant 10..40 secondes, la cible (allié ou vous-même) reçoit un bonus d'armure de +24, +60 de santé maximum et un bonus d'armure de +24 contre les Destructeurs.";Enchantement;en;"Eye of the North";"Titre de Deldrimor";del;;;;5;;1;10
3522;"Pas de profession";0;"Armure du salut";"Vous recevez une immunisation contre les coups critiques, un bonus d'armure de +10, une régénération de santé de +1 et les dégâts que vous recevez sont réduits de 5 points pendant les 30 prochaines minutes.";Effet;ef;"Eye of the North";;;;;;;;;
2174;"Pas de profession";0;"Aspect du chêne";"Cette créature ne subit pas les 300 prochains points de dégâts.";Compétence;sk;"Eye of the North";;;;;;5;;;20
3523;"Pas de profession";0;"Assassin de Lyssa";"Pendant 20 minutes, toutes vos caractéristiques d'Assassin sont augmentées de 1 point.";Bénédiction;be;Factions;;;;;;;;;
2235;"Pas de profession";0;"Assassin de soutien de l'Avant-garde d'Ebon";"Vous invoquez un Assassin de l'Avant-garde d'Ebon de niveau 10..20 équipé de Paume d'acier, Crocs du renard et Coup des neuf queues. Cet Assassin fait une Foulée de l'ombre vers la cible ennemie. Si cette dernière est un Charr, l'Assassin vit pendant 20..30 secondes. Si ce n'est pas un Charr, l'Assassin vit pendant 10..15 secondes.";Sort;sp;"Eye of the North";"Titre de l'Avant-garde d'Ebon";ava;;;;10;;1;30
1307;"Pas de profession";0;"Asservissement de la forêt";"Lance un pic qui empale la cible ennemie. Si l'attaque réussit, l'ennemi reçoit les ""Chaînes d'asservissement"".";Compétence;sk;Factions;;;;;;;;0.75;
3525;"Pas de profession";0;"Attaque à la serre";"Si l'ennemi visé souffre de Saignement, celui-ci est assommé et souffre de Blessure profonde pendant 0 secondes.";Compétence;sk;Core;;;;;;;;;5
1923;"Pas de profession";0;"Attaque de diversion";"Toutes les compétences du Scaraboule visé sont désactivées pendant 5 secondes.";Compétence;sk;Core;;;;;;;;;
1186;"Pas de profession";0;"Attaque de Tortue de siège";"Les ennemis dans la zone d'impact reçoivent 250 points de dégâts.";Compétence;sk;Factions;;;;;;5;;3;15
3524;"Pas de profession";0;"Attaque démente";"L'esprit dément vous touche et absorbe 700 points de vie.";Compétence;sk;Nightfall;;;;;;;;;2
2157;"Pas de profession";0;"Attaque du Golem";"La cible subit 180 points de dégâts et est frappée de Stupeur pendant 3 secondes.";"Attaque au corps à corps";me;"Eye of the North";;;;;;;6;;
1439;"Pas de profession";0;"Attaque du junundu";"La cible ennemie touchée reçoit 150 de dégâts perforants. Vous bénéficiez de 75 points de vie.";Compétence;sk;Nightfall;;;;;;;;1;4
512;"Pas de profession";0;"Attaque handicapante";"Aucune description.";Attaque;at;Core;;;;;;5;;;
2116;"Pas de profession";0;"Attaque sournoise";"Si cette attaque réussit, la cible ennemie souffre d'Aveuglement pendant 4..8 secondes. Cette attaque compte comme une attaque main droite.";"Attaque main droite";le;"Eye of the North";"Titre de l'Avant-garde d'Ebon";ava;;;;5;;;5
2360;"Pas de profession";0;"Aucune douleur";"Pendant 30 secondes, vous bénéficiez d'une régénération de santé de +2..3. Si vous êtes ivre lorsque vous activez cette compétence, vous recevez également +200..300 de santé maximum.";Compétence;sk;"Eye of the North";"Titre de Norn";nor;;;;5;;;20
3526;"Pas de profession";0;"Augmentation de moral";"Votre santé et énergie sont augmentées grâce à un moral élevé.";Effet;ef;Core;;;;;;;;;
3527;"Pas de profession";0;"Aura de chance";"Une aura mystérieuse vous nimbe. Peut-être que le destin vous sourit aujourd'hui...";Compétence;sk;Core;;;;;;;;;
3528;"Pas de profession";0;"Aura de la Lumière";"Pendant 20 minutes, vous bénéficiez de +1 de régénération de santé.";Bénédiction;be;Factions;;;;;;;;;
3529;"Pas de profession";0;"Aura du Bâton des Brumes";"La puissance du Bâton des Brumes soigne vous et vos alliés de 30 points de vie toutes les 4 secondes et absorbe 30 points de vie à tous les ennemis à proximité toutes les 4 secondes.";Effet;ef;Nightfall;;;;;;;;;
1156;"Pas de profession";0;"Aura du Juggernaut";"Vous vous trouvez dans l'aura du Juggernaut. Tous les membres du groupe se trouvant dans l'aura du Juggernaut kurzick bénéficient d'une régénération d'énergie de +1.";Compétence;sk;Factions;;;;;;5;;1;30
3530;"Pas de profession";0;"Aura du Sceptre d'Orr";"Vous ressentez le pouvoir du sceptre. (+10 énergie maximum).";Sceau;si;Prophéties;;;;;;;;;
1102;"Pas de profession";0;"Aura du Verger";"Vous êtes à l'intérieur de l'aura du verger. Toutes les créatures dans le périmètre de l'aura reçoivent 25% d'augmentation de vitesse.";"Effet de l'environnement";env;Factions;;;;;;;;;
3531;"Pas de profession";0;"Aura instable";"Pendant 0 secondes, si le Golem est affecté par des dégâts élémentaires, toutes ses attaques infligent ce type de dégâts.";Compétence;sk;Core;;;;;;;;;30
3532;"Pas de profession";0;"Aura noire";"Pendant 20 minutes, chaque fois que vous réussissez une attaque, vous absorbez 3 points de vie à la cible ennemie.";Bénédiction;be;Factions;;;;;;;;;
3533;"Pas de profession";0;Avalanche;"Les créatures prisent dans l'avalanche subissent 100 points de dégâts et sont ralenties de 50% pendant 4 secondes.";"Effet de l'environnement";env;"Eye of the North";;;;;;;;;
1001;"Pas de profession";0;Avalanche;"La cible ennemie et tous les ennemis à proximité souffrent d'Infirmité pendant 7 secondes.";Sort;sp;Core;;;;;;;;0.75;30
1871;"Pas de profession";0;"Avatar de douceur";"Pendant 50 minutes, vous ressemblez à un serviteur de Dépine, le roi dément.";Déguisement;de;Core;;;;;;;;;
1899;"Pas de profession";0;"Avatar de la joie des vacances";"Pendant 50 minutes, vous ressemblez à une aide d'Hivernel.";Déguisement;de;Core;;;;;;;;;
479;"Pas de profession";0;Aveuglement;"Quand vous êtes frappé d'aveuglement, vos attaques au corps à corps et à distance ont 90% de risques de manquer leur cible. Vos projectiles ont aussi plus de risques de dévier de leur trajectoire.";Condition;co;Core;;;;;;;;;
3534;"Pas de profession";0;Bagarre;"Vous vous bagarrez et pendant ce temps, votre santé maximum est de 500. Vous ne pouvez utiliser vos compétences de bagarre que vous infliger des dégâts à l'ennemi. Lorsque vous assommez un ennemi, vous obtenez 200 points de vie. Lorsque vous perdez toute votre santé, vous ne mourrez pas mais vous êtes assommé. Pour vous relevez utilisez ""DEBOUT"".";Effet;ef;"Eye of the North";;;;;;;;;
3535;"Pas de profession";0;"Baril de poudre des Nains";"Les ennemis qui vous entourent sont assommés et s'embrasent.";Sceau;si;Core;;;;;;;;;
3536;"Pas de profession";0;"Baril explosif";"Le contenu de ce baril est extrêmement volatil. Si le baril explose, il inflige 100 points de dégâts.";Sort;sp;Core;;;;;;;;;
3537;"Pas de profession";0;"Base de protection";"Les membres du groupe infligent 50% de dégâts en plus et subissent 50% de dégâts en moins lorsqu'ils sont à portée de leur propre sanctuaire de résurrection.";"Effet de l'environnement";env;Core;;;;;;;;;
3538;"Pas de profession";0;"Bataille de margonite";"Vous bénéficiez du double de XP en tuant des margonites et gagnez 2 points de Porteur de Lumière pour chaque margonite abattu.";Prime;pri;Nightfall;;;;;;;;;
3539;"Pas de profession";0;"Baume de guérison";"La brume revigorante est libérée lorsque vous la déposez. Le lanceur et toutes les créatures adjacentes récupèrent 300 points d'énergie.";Sceau;si;Core;;;;;;;;;
1918;"Pas de profession";0;Bélier;"Pendant 2 secondes, tous les Scaraboules ennemis adjacents sont assommés.";Compétence;sk;Core;;;;;;;;;
2374;"Pas de profession";1;"Bénédiction de l'ours";"Vous perdez tous les effets et prenez l'apparence d'un ours. Pendant 60 secondes, vous avez 100 points d'armure et 750..800 points de vie. Toutes vos caractéristiques se remettent à 0 et les attaques de l'ours remplacent vos compétences.";Transformation;fo;"Eye of the North";"Titre de Norn";nor;;;;10;;;60
1947;"Pas de profession";0;"Bénédiction des Luxons";"Vous bénéficiez de +25 points de santé maximum et d'une régénération de santé de +3 points. Vous remportez des points de faction luxonne si vous chassez dans la zone. Les boss vous confèrent des points de faction supplémentaires.";Bénédiction;be;Factions;;;;;;;;;
2384;"Pas de profession";1;"Bénédiction du corbeau";"Vous perdez tous les effets et prenez l'apparence d'un corbeau. Pendant 60 secondes, vous avez 80 points d'armure, 660..700 points de vie et 20..30% de chances de bloquer. Toutes vos caractéristiques se remettent à 0 et les attaques du corbeau remplacent vos compétences.";Transformation;fo;"Eye of the North";"Titre de Norn";nor;;;;10;;;60
1153;"Pas de profession";0;"Bénédiction du kirin";"Pendant 30 secondes, la prochaine fois qu'un allié à proximité de ce Kirin utilise une compétence, cet allié est soigné du Miasme ou perd une Condition.";Enchantement;en;Factions;;;;;;5;;2;15
2133;"Pas de profession";0;"Bénédiction du loup";"Vous prenez l'apparence d'un loup. Votre énergie revient à son maximum et vous subissez une dégénération d'énergie de -2. Vous bénéficiez de +90 de santé maximum et d'une régénération de santé de +3. Les attaques du loup remplacent vos compétences. Vous gagnez de l'énergie à chaque fois que vous subissez ou infligez des dégâts. Cette compétence prend fin lorsque votre énergie atteint 0.";Compétence;sk;"Eye of the North";;;;;;10;;;30
2379;"Pas de profession";1;"Bénédiction du loup";"Vous perdez tous les effets et prenez l'apparence d'un loup. Pendant 60 secondes, vous avez 80 points d'armure, 660..700 points de vie et une régénération de santé de 1..4. Toutes vos caractéristiques se remettent à 0 et les attaques du loup remplacent vos compétences.";Transformation;fo;"Eye of the North";"Titre de Norn";nor;;;;10;;;60
482;"Pas de profession";0;"Blessure profonde";"Lorsque vous êtes affecté par cette blessure, vos points de vie maximum sont réduits de 20% et les soins ont moins d'effet sur vous.";Condition;co;Core;;;;;;;;;
3540;"Pas de profession";0;"Blocage du bagarreur";"Pendant 2 secondes, vous bloquez la prochaine attaque. Cette compétence prend fin si vous utilisez une compétence d'attaque. Vous ne pouvez pas utiliser cette compétence si vous êtes frappé de Stupeur.";"Pose de combat";st;"Eye of the North";;;;;;;;;4
2417;"Pas de profession";0;"Blocage mental";"Pendant 1..11 secondes, vous avez 50% de chance de bloquer des attaques. Cet enchantement se réapplique à chaque fois qu'un ennemi vous attaque.";Enchantement;en;"Eye of the North";"Titre d'Asura";asu;;;;10;;1;15
2118;"Pas de profession";0;"Bombe incendiaire";"Vous lancez une bombe incendiaire qui se déplace lentement vers l'ennemi. Cette compétence ne peut pas se recharger plus lentement que la normale.";Compétence;sk;"Eye of the North";;;;;;;;0.25;3
2381;"Pas de profession";0;"Bond du loup";"Vous courez 30% plus vite pendant 18 secondes et infligez 90 points de dégâts aux cibles adjacentes lorsque cette compétence est active. Cette compétence prend fin lorsque vous infligez des dégâts.";Enchantement;en;"Eye of the North";"Titre de Norn";nor;;;;;;0.75;15
2328;"Pas de profession";0;"Bouclier de cristal";"Cette créature fait apparaître un bouclier qui absorbe 250 points de dégâts. Elle peut lancer des sorts mais ne peut pas attaquer.";Enchantement;en;"Eye of the North";;;;;;;;0.25;10
1016;"Pas de profession";0;"Boule de neige";"Vous lancez une boule de neige qui se déplace lentement vers l'ennemi visé. Si l'attaque réussit, l'ennemi subit 50 points de dégâts.";Sort;sp;Core;;;;;;;;1;
2911;"Pas de profession";0;"Bout de Golem briseur";;Enchantement;en;Nightfall;;;;;;;;0.75;3
2913;"Pas de profession";0;"Bout de Golem écrabouilleur";"Tous les ennemis dans la zone d'impact subissent 250 points de dégâts et sont assommés.";Sort;sp;Nightfall;;;;;;;;;10
2914;"Pas de profession";0;"Bout de Golem frappeur";"Tous les ennemis adjacents subissent 150 points de dégâts.";Sort;sp;Nightfall;;;;;;;;1;5
2912;"Pas de profession";0;"Bout de Golem redresseur";"N.O.X. récupère 10 points de vie par seconde.";Enchantement;en;Nightfall;;;;;1;;;3;30
3541;"Pas de profession";0;"Braise infernale";"Si cette attaque réussit, elle inflige +30 points de dégâts et les conditions suivantes : Infirmité, Aveuglement, Saignement, Faiblesse, Armure brisée et Stupeur.";"Attaque au corps à corps";me;Core;;;;;;5;;;8
1132;"Pas de profession";0;"Branches protectrices";"Pendant 20 minutes, vous avez +20 de bonus d'armure contre les dégâts élémentaires.";Bénédiction;be;Factions;;;;;;;;;
3542;"Pas de profession";0;"Braqueur nain";"Vous gagnez 1 point de réputation auprès des Nains pour chaque créature que votre groupe tue dans cette zone. Toutes les 25 victimes, vous recevez un bonus aléatoire.";Prime;pri;"Eye of the North";;;;;;;;;
1013;"Pas de profession";0;Brise-glace;"Pendant 10 secondes, la cible (un allié ou vous-même) bénéficie d'une régénération de santé de +5 et toute personne touchant cette cible alliée avec une attaque est assommée.";Enchantement;en;Core;;;;;;;;1;45
514;"Pas de profession";0;"Briseur de charmes";"Aucune description.";Compétence;sk;Prophéties;;;;;;;;0.25;
480;"Pas de profession";0;Brûlure;"Vous perdez progressivement des points de vie lorsque vous êtes affecté par cette condition.";Condition;co;Core;;;;;;;;;
2164;"Pas de profession";0;"Brume acérée";"La condensation de l'air gèle et crée des petits éclats scintillants. Dans cette zone, vous vous déplacez 33% moins vite.";"Effet de l'environnement";env;"Eye of the North";;;;;;;;;
2167;"Pas de profession";0;"Brume acérée";"Le Spectre de l'Antiquité commence à geler la condensation de l'air et crée des fragments de cristal.";Sort;sp;"Eye of the North";;;;;;5;;0.75;5
533;"Pas de profession";0;"Brume de cristal";"Pendant 30 secondes, la cible et tous les ennemis près d'elle souffrent d'une dégénération de santé de -1 et d'Epuisement chaque fois qu'ils utilisent une compétence nécessitant de l'énergie.";Compétence;sk;Prophéties;;;;;;5;;1;
2908;"Pas de profession";0;"Brusque bousculade de N.O.X.";"Pendant 10 secondes, vous vous déplacez plus vite, bousculez les ennemis et leur infligez 50 points de dégâts.";"Pose de combat";st;Nightfall;;;;;;;;2;15
1008;"Pas de profession";0;"Caillou caché";"Votre prochaine boule de neige assomme la cible visée et inflige la Stupeur pendant 10 secondes.";Glyphe;gl;Core;;;;;;;;2;10
2370;"Pas de profession";0;"Calamité de Murakai";;Sort;sp;"Eye of the North";;;;;;5;;2;14
2909;"Pas de profession";0;"Canon à ions de N.O.X.";"Le Canon à ions de N.O.X. inflige 350 points de dégâts à la cible ennemie.";Sort;sp;Nightfall;;;;;;;;10;10
1172;"Pas de profession";0;"Carapace de tortue";"Réduit les dégâts des coups non critiques.";"Pose de combat";st;Factions;;;;;;;;;
1919;"Pas de profession";0;"Carapace dure";"Pendant 4 secondes, vous ne pouvez pas être assommé.";Compétence;sk;Core;;;;;;;;;
3543;"Pas de profession";0;"Cauchemar voilé";"Activer des compétences coûte 40% plus d'énergie.";"Effet de l'environnement";env;Nightfall;;;;;;;;;
3550;"Pas de profession";0;"Chaînes d'asservissement";"Tant que ce sort est actif, des chaînes magiques vous mettent au service du Sommet de Pierre en tant qu'esclave.";Enchantement;en;Prophéties;;;;;;;;;
2414;"Pas de profession";0;"Champ de rayonnement";"Pendant 5 secondes, les ennemis se trouvant dans la zone subissent une dégénération de santé de -2..6. Lorsque le portail disparaît, les ennemis dans la zone souffrent de Maladie pendant 8..20 secondes.";"Sort de protection";wa;"Eye of the North";"Titre d'Asura";asu;;;;15;;2;12
1151;"Pas de profession";0;"Chant des Brumes";"Pendant 10 secondes, chaque allié à proximité bénéficie d'une régénération d'énergie de +6. Si un allié réussit à utiliser une compétence, Chant de Brumes prend fin et absorbe 20 points de vie à l'ennemi le plus proche.";Cri;sh;Factions;;;;;;5;;;15
2083;"Pas de profession";0;"Charge sauvage";"Vous faites une foulée de l'ombre jusqu'à la cible ennemie. Celle-ci est assommée et subit 60 points de dégâts.";Sort;sp;"Eye of the North";;;;;;5;;1;20
3545;"Pas de profession";0;"Chasse au heket";"Vous bénéficiez du double de XP en tuant des hekets et gagnez 1...7 points de promotion des Lanciers du Soleil pour chaque heket abattu.";Prime;pri;Nightfall;;;;;;;;;
3546;"Pas de profession";0;"Chasse au minotaure";"Vous bénéficiez du double de XP en tuant des minotaures et gagnez 1...7 points de promotion des Lanciers du Soleil pour chaque minotaure abattu.";Prime;pri;Nightfall;;;;;;;;;
